file	channels	sample_rate	sample_width_bytes	frames	duration_sec	size_bytes
ekstra.wav	1	24000	2	20280	0.845	40604
ekstrema.wav	1	24000	2	25200	1.05	50444
ekvatoro.wav	1	24000	2	29760	1.24	59564
ekvilibro.wav	1	24000	2	28680	1.195	57404
ekzakta.wav	1	24000	2	25320	1.055	50684
ekzameni.wav	1	24000	2	29520	1.23	59084
ekzekuti.wav	1	24000	2	28440	1.185	56924
ekzemplero.wav	1	24000	2	28920	1.205	57884
ekzemplo.wav	1	24000	2	25920	1.08	51884
ekzerci.wav	1	24000	2	27240	1.135	54524
ekzisti.wav	1	24000	2	26040	1.085	52124
el.wav	1	24000	2	11160	0.465	22364
el_doni.wav	1	24000	2	23160	0.965	46364
el_turn_igxi.wav	1	24000	2	31440	1.31	62924
elasta.wav	1	24000	2	23760	0.99	47564
elefanto.wav	1	24000	2	30480	1.27	61004
eleganta.wav	1	24000	2	27720	1.155	55484
elekti.wav	1	24000	2	23040	0.96	46124
elektro.wav	1	24000	2	22920	0.955	45884
elektroniko.wav	1	24000	2	32520	1.355	65084
elemento.wav	1	24000	2	28200	1.175	56444
elimini.wav	1	24000	2	26880	1.12	53804
elokventa.wav	1	24000	2	29880	1.245	59804
em.wav	1	24000	2	12240	0.51	24524
ema.wav	1	24000	2	15000	0.625	30044
emajlo.wav	1	24000	2	22680	0.945	45404
embaraso.wav	1	24000	2	27840	1.16	55724
emerito.wav	1	24000	2	24360	1.015	48764
emfazo.wav	1	24000	2	25920	1.08	51884
eminenta.wav	1	24000	2	27120	1.13	54284
emocii.wav	1	24000	2	28560	1.19	57164
emocio.wav	1	24000	2	27600	1.15	55244
en.wav	1	24000	2	12120	0.505	24284
enciklopedio.wav	1	24000	2	40680	1.695	81404
end.wav	1	24000	2	13800	0.575	27644
energio.wav	1	24000	2	25680	1.07	51404
enigmo.wav	1	24000	2	21600	0.9	43244
enketi.wav	1	24000	2	24120	1.005	48284
enketo.wav	1	24000	2	23760	0.99	47564
entrepreni.wav	1	24000	2	30840	1.285	61724
entuziasmo.wav	1	24000	2	37200	1.55	74444
enui.wav	1	24000	2	20640	0.86	41324
envii.wav	1	24000	2	22560	0.94	45164
epidemio.wav	1	24000	2	27960	1.165	55964
epizodo.wav	1	24000	2	26640	1.11	53324
epoko.wav	1	24000	2	21960	0.915	43964
er.wav	1	24000	2	10440	0.435	20924
erari.wav	1	24000	2	18600	0.775	37244
erotika.wav	1	24000	2	22080	0.92	44204
escepti.wav	1	24000	2	28200	1.175	56444
esenco.wav	1	24000	2	24960	1.04	49964
eseo.wav	1	24000	2	19440	0.81	38924
eskapi.wav	1	24000	2	25920	1.08	51884
esperanto.wav	1	24000	2	31080	1.295	62204
esperi.wav	1	24000	2	23160	0.965	46364
esplori.wav	1	24000	2	24840	1.035	49724
esprimi.wav	1	24000	2	24360	1.015	48764
est_igi.wav	1	24000	2	23880	0.995	47804
establi.wav	1	24000	2	25560	1.065	51164
esti.wav	1	24000	2	19800	0.825	39644
estimi.wav	1	24000	2	24000	1.0	48044
estingi.wav	1	24000	2	24600	1.025	49244
estr.wav	1	24000	2	16440	0.685	32924
estro.wav	1	24000	2	19920	0.83	39884
et.wav	1	24000	2	12840	0.535	25724
etagxo.wav	1	24000	2	23400	0.975	46844
etapo.wav	1	24000	2	23400	0.975	46844
etato.wav	1	24000	2	23880	0.995	47804
etendi.wav	1	24000	2	22680	0.945	45404
eterna.wav	1	24000	2	21840	0.91	43724
etiko.wav	1	24000	2	20160	0.84	40364
etno.wav	1	24000	2	17280	0.72	34604
euxro.wav	1	24000	2	16560	0.69	33164
euxropo.wav	1	24000	2	22440	0.935	44924
evento.wav	1	24000	2	23280	0.97	46604
eventuala.wav	1	24000	2	31680	1.32	63404
evidenta.wav	1	24000	2	26760	1.115	53564
eviti.wav	1	24000	2	21240	0.885	42524
evolui.wav	1	24000	2	24480	1.02	49004
ezoko.wav	1	24000	2	22560	0.94	45164
fabelo.wav	1	24000	2	24960	1.04	49964
fabo.wav	1	24000	2	19800	0.825	39644
fabriko.wav	1	24000	2	24480	1.02	49004
facila.wav	1	24000	2	26640	1.11	53324
faco.wav	1	24000	2	22680	0.945	45404
fadeno.wav	1	24000	2	24000	1.0	48044
fago.wav	1	24000	2	19680	0.82	39404
fajenco.wav	1	24000	2	26040	1.085	52124
fajfi.wav	1	24000	2	23520	0.98	47084
fajro.wav	1	24000	2	21480	0.895	43004
fako.wav	1	24000	2	20520	0.855	41084
fakto.wav	1	24000	2	23400	0.975	46844
faktoro.wav	1	24000	2	25920	1.08	51884
fakturo.wav	1	24000	2	25200	1.05	50444
falcxi.wav	1	24000	2	24600	1.025	49244
faldi.wav	1	24000	2	23040	0.96	46124
faldo.wav	1	24000	2	22080	0.92	44204
fali.wav	1	24000	2	18960	0.79	37964
falsa.wav	1	24000	2	23880	0.995	47804
falsi.wav	1	24000	2	24720	1.03	49484
fama.wav	1	24000	2	20040	0.835	40124
familiara.wav	1	24000	2	31560	1.315	63164
familio.wav	1	24000	2	26760	1.115	53564
fandi.wav	1	24000	2	22560	0.94	45164
fanfaroni.wav	1	24000	2	34080	1.42	68204
fantazio.wav	1	24000	2	30720	1.28	61484
fantomo.wav	1	24000	2	27000	1.125	54044
farbo.wav	1	24000	2	21360	0.89	42764
fari.wav	1	24000	2	18000	0.75	36044
farmi.wav	1	24000	2	21480	0.895	43004
farti.wav	1	24000	2	23280	0.97	46604
faruno.wav	1	24000	2	21240	0.885	42524
fasado.wav	1	24000	2	27600	1.15	55244
fasko.wav	1	24000	2	24600	1.025	49244
fasono.wav	1	24000	2	26520	1.105	53084
fasti.wav	1	24000	2	24960	1.04	49964
fatalo.wav	1	24000	2	27600	1.15	55244
fauxko.wav	1	24000	2	23520	0.98	47084
favora.wav	1	24000	2	24360	1.015	48764
fazeolo.wav	1	24000	2	27000	1.125	54044
febro.wav	1	24000	2	20520	0.855	41084
februaro.wav	1	24000	2	28800	1.2	57644
fecxo.wav	1	24000	2	19920	0.83	39884
federacio.wav	1	24000	2	32280	1.345	64604
fekunda.wav	1	24000	2	24000	1.0	48044
felicxa.wav	1	24000	2	25320	1.055	50684
felo.wav	1	24000	2	18960	0.79	37964
felto.wav	1	24000	2	22560	0.94	45164
feminismo.wav	1	24000	2	31800	1.325	63644
femuro.wav	1	24000	2	22800	0.95	45644
fendi.wav	1	24000	2	21840	0.91	43724
fendo.wav	1	24000	2	20880	0.87	41804
fenestro.wav	1	24000	2	27840	1.16	55724
fenomeno.wav	1	24000	2	27480	1.145	55004
feo.wav	1	24000	2	16320	0.68	32684
ferio.wav	1	24000	2	22200	0.925	44444
fermi.wav	1	24000	2	20760	0.865	41564
fero.wav	1	24000	2	18000	0.75	36044
fervora.wav	1	24000	2	23880	0.995	47804
festeni.wav	1	24000	2	28440	1.185	56924
festi.wav	1	24000	2	24240	1.01	48524
festivalo.wav	1	24000	2	32880	1.37	65804
fi.wav	1	24000	2	13200	0.55	26444
fiancxo.wav	1	24000	2	28080	1.17	56204
fiasko.wav	1	24000	2	28680	1.195	57404
fidela.wav	1	24000	2	23280	0.97	46604
fidi.wav	1	24000	2	18960	0.79	37964
fiera.wav	1	24000	2	22680	0.945	45404
figo.wav	1	24000	2	18240	0.76	36524
figuro.wav	1	24000	2	22800	0.95	45644
fikcio.wav	1	24000	2	27600	1.15	55244
fiksa.wav	1	24000	2	21960	0.915	43964
fiksi.wav	1	24000	2	22800	0.95	45644
filatelo.wav	1	24000	2	29760	1.24	59564
filio.wav	1	24000	2	22680	0.945	45404
filmo.wav	1	24000	2	20760	0.865	41564
filo.wav	1	24000	2	18240	0.76	36524
filozofio.wav	1	24000	2	33720	1.405	67484
filtri.wav	1	24000	2	22560	0.94	45164
financo.wav	1	24000	2	26400	1.1	52844
fingro.wav	1	24000	2	21240	0.885	42524
fini.wav	1	24000	2	20040	0.835	40124
firma.wav	1	24000	2	20160	0.84	40364
firmao.wav	1	24000	2	23640	0.985	47324
fisxo.wav	1	24000	2	20040	0.835	40124
fiziko.wav	1	24000	2	24600	1.025	49244
flago.wav	1	24000	2	20880	0.87	41804
flagri.wav	1	24000	2	23160	0.965	46364
flamo.wav	1	24000	2	21120	0.88	42284
flanko.wav	1	24000	2	24480	1.02	49004
flari.wav	1	24000	2	19320	0.805	38684
flati.wav	1	24000	2	21000	0.875	42044
flava.wav	1	24000	2	20880	0.87	41804
flegi.wav	1	24000	2	21000	0.875	42044
fleksi.wav	1	24000	2	24000	1.0	48044
fliki.wav	1	24000	2	21480	0.895	43004
flirti.wav	1	24000	2	23880	0.995	47804
floro.wav	1	24000	2	19560	0.815	39164
floso.wav	1	24000	2	22320	0.93	44684
flugi.wav	1	24000	2	21360	0.89	42764
flui.wav	1	24000	2	19800	0.825	39644
fluido.wav	1	24000	2	24840	1.035	49724
flustri.wav	1	24000	2	25560	1.065	51164
foiro.wav	1	24000	2	22320	0.93	44684
fojno.wav	1	24000	2	20040	0.835	40124
fojo.wav	1	24000	2	19320	0.805	38684
folio.wav	1	24000	2	23280	0.97	46604
fondi.wav	1	24000	2	22200	0.925	44444
fonetiko.wav	1	24000	2	28440	1.185	56924
fono.wav	1	24000	2	19320	0.805	38684
fonografo.wav	1	24000	2	30840	1.285	61724
fontano.wav	1	24000	2	28080	1.17	56204
fonto.wav	1	24000	2	23520	0.98	47084
for.wav	1	24000	2	13560	0.565	27164
for_esti.wav	1	24000	2	26520	1.105	53084
forgesi.wav	1	24000	2	27480	1.145	55004
forgxi.wav	1	24000	2	23040	0.96	46124
forko.wav	1	24000	2	21960	0.915	43964
formala.wav	1	24000	2	25680	1.07	51404
formato.wav	1	24000	2	26880	1.12	53804
formiko.wav	1	24000	2	24960	1.04	49964
formo.wav	1	24000	2	21120	0.88	42284
formulo.wav	1	24000	2	23640	0.985	47324
forno.wav	1	24000	2	19800	0.825	39644
forta.wav	1	24000	2	22800	0.95	45644
fortika.wav	1	24000	2	24120	1.005	48284
fortuno.wav	1	24000	2	24960	1.04	49964
forumo.wav	1	24000	2	22800	0.95	45644
fosi.wav	1	24000	2	22080	0.92	44204
foso.wav	1	24000	2	21120	0.88	42284
fosto.wav	1	24000	2	23400	0.975	46844
fotelo.wav	1	24000	2	24600	1.025	49244
foti.wav	1	24000	2	21000	0.875	42044
fotografi.wav	1	24000	2	30000	1.25	60044
frago.wav	1	24000	2	20520	0.855	41084
frakasi.wav	1	24000	2	30600	1.275	61244
frakcio.wav	1	24000	2	30240	1.26	60524
frako.wav	1	24000	2	21360	0.89	42764
frambo.wav	1	24000	2	22320	0.93	44684
frandi.wav	1	24000	2	23280	0.97	46604
frapi.wav	1	24000	2	19680	0.82	39404
frato.wav	1	24000	2	21840	0.91	43724
frauxlo.wav	1	24000	2	23400	0.975	46844
frazo.wav	1	24000	2	21480	0.895	43004
fremda.wav	1	24000	2	22080	0.92	44204
freneza.wav	1	24000	2	26280	1.095	52604
fresxa.wav	1	24000	2	21600	0.9	43244
fripono.wav	1	24000	2	25920	1.08	51884
friti.wav	1	24000	2	20760	0.865	41564
frizi.wav	1	24000	2	21960	0.915	43964
fromagxo.wav	1	24000	2	26040	1.085	52124
fronto.wav	1	24000	2	24240	1.01	48524
frosto.wav	1	24000	2	24120	1.005	48284
froti.wav	1	24000	2	21840	0.91	43724
frua.wav	1	24000	2	18600	0.775	37244
frue.wav	1	24000	2	18120	0.755	36284
frukto.wav	1	24000	2	22680	0.945	45404
frunto.wav	1	24000	2	23400	0.975	46844
fugxi.wav	1	24000	2	20040	0.835	40124
fulgo.wav	1	24000	2	20040	0.835	40124
fulmo.wav	1	24000	2	20280	0.845	40604
fumo.wav	1	24000	2	18480	0.77	37004
fundamento.wav	1	24000	2	32160	1.34	64364
fundo.wav	1	24000	2	20400	0.85	40844
funebro.wav	1	24000	2	23880	0.995	47804
funelo.wav	1	24000	2	24000	1.0	48044
fungo.wav	1	24000	2	20520	0.855	41084
funkcio.wav	1	24000	2	29400	1.225	58844
funto.wav	1	24000	2	22680	0.945	45404
furagxo.wav	1	24000	2	24480	1.02	49004
furioza.wav	1	24000	2	27600	1.15	55244
fusxi.wav	1	24000	2	21000	0.875	42044
futbalo.wav	1	24000	2	27240	1.135	54524
gaja.wav	1	24000	2	18480	0.77	37004
gajni.wav	1	24000	2	21000	0.875	42044
galo.wav	1	24000	2	18360	0.765	36764
galosxo.wav	1	24000	2	25200	1.05	50444
gambo.wav	1	24000	2	19200	0.8	38444
ganto.wav	1	24000	2	21480	0.895	43004
garagxo.wav	1	24000	2	23640	0.985	47324
garantii.wav	1	24000	2	29760	1.24	59564
garbo.wav	1	24000	2	18960	0.79	37964
gardi.wav	1	24000	2	20280	0.845	40604
garni.wav	1	24000	2	20760	0.865	41564
gaso.wav	1	24000	2	20160	0.84	40364
gasto.wav	1	24000	2	21360	0.89	42764
gastronomio.wav	1	24000	2	34800	1.45	69644
gazeto.wav	1	24000	2	24720	1.03	49484
ge.wav	1	24000	2	11280	0.47	22604
gelateno.wav	1	24000	2	29400	1.225	58844
generacio.wav	1	24000	2	31320	1.305	62684
generalo.wav	1	24000	2	26880	1.12	53804
genio.wav	1	24000	2	22320	0.93	44684
gento.wav	1	24000	2	21480	0.895	43004
genuo.wav	1	24000	2	22320	0.93	44684
geografio.wav	1	24000	2	30000	1.25	60044
gesti.wav	1	24000	2	22560	0.94	45164
gesto.wav	1	24000	2	21360	0.89	42764
gicxeto.wav	1	24000	2	23880	0.995	47804
giganto.wav	1	24000	2	25200	1.05	50444
gimnastiko.wav	1	24000	2	31920	1.33	63884
gimnazio.wav	1	24000	2	27600	1.15	55244
girlando.wav	1	24000	2	25680	1.07	51404
gitaro.wav	1	24000	2	23760	0.99	47564
glacio.wav	1	24000	2	25560	1.065	51164
gladi.wav	1	24000	2	19200	0.8	38444
glaso.wav	1	24000	2	21600	0.9	43244
glata.wav	1	24000	2	21360	0.89	42764
glavo.wav	1	24000	2	19680	0.82	39404
gliti.wav	1	24000	2	20040	0.835	40124
globo.wav	1	24000	2	19560	0.815	39164
glori.wav	1	24000	2	19560	0.815	39164
gloro.wav	1	24000	2	18480	0.77	37004
glui.wav	1	24000	2	18720	0.78	37484
gluo.wav	1	24000	2	17760	0.74	35564
gluti.wav	1	24000	2	20040	0.835	40124
gobio.wav	1	24000	2	21960	0.915	43964
golfo.wav	1	24000	2	20880	0.87	41804
gorgxo.wav	1	24000	2	20160	0.84	40364
gracia.wav	1	24000	2	25560	1.065	51164
grado.wav	1	24000	2	19800	0.825	39644
grajno.wav	1	24000	2	21240	0.885	42524
gramatiko.wav	1	24000	2	28560	1.19	57164
gramo.wav	1	24000	2	19920	0.83	39884
granda.wav	1	24000	2	21000	0.875	42044
grandioza.wav	1	24000	2	30120	1.255	60284
graso.wav	1	24000	2	21480	0.895	43004
grati.wav	1	24000	2	19800	0.825	39644
gratuli.wav	1	24000	2	25320	1.055	50684
grava.wav	1	24000	2	19680	0.82	39404
graveda.wav	1	24000	2	24720	1.03	49484
grego.wav	1	24000	2	18840	0.785	37724
greno.wav	1	24000	2	18840	0.785	37724
grimaci.wav	1	24000	2	28200	1.175	56444
grimaco.wav	1	24000	2	28920	1.205	57884
grimpi.wav	1	24000	2	23040	0.96	46124
grinci.wav	1	24000	2	23400	0.975	46844
gripo.wav	1	24000	2	19080	0.795	38204
griza.wav	1	24000	2	20280	0.845	40604
groteska.wav	1	24000	2	27480	1.145	55004
groto.wav	1	24000	2	20640	0.86	41324
grumbli.wav	1	24000	2	24600	1.025	49244
grundo.wav	1	24000	2	20400	0.85	40844
gruo.wav	1	24000	2	17640	0.735	35324
grupo.wav	1	24000	2	19080	0.795	38204
gubernio.wav	1	24000	2	27720	1.155	55484
gudro.wav	1	24000	2	18360	0.765	36764
gumo.wav	1	24000	2	17520	0.73	35084
gust_umi.wav	1	24000	2	25080	1.045	50204
gusto.wav	1	24000	2	20400	0.85	40844
guto.wav	1	24000	2	17640	0.735	35324
gvardio.wav	1	24000	2	26880	1.12	53804
gvidi.wav	1	24000	2	19200	0.8	38444
gxardeno.wav	1	24000	2	23880	0.995	47804
gxemelo.wav	1	24000	2	24000	1.0	48044
gxemi.wav	1	24000	2	18360	0.765	36764
gxendarmo.wav	1	24000	2	25080	1.045	50204
gxenerala.wav	1	24000	2	27960	1.165	55964
gxeni.wav	1	24000	2	19560	0.815	39164
gxentila.wav	1	24000	2	25920	1.08	51884
gxermo.wav	1	24000	2	19800	0.825	39644
gxi.wav	1	24000	2	13320	0.555	26684
gxibo.wav	1	24000	2	18240	0.76	36524
gxiri.wav	1	24000	2	18000	0.75	36044
gxis.wav	1	24000	2	17760	0.74	35564
gxoji.wav	1	24000	2	19440	0.81	38924
gxui.wav	1	24000	2	17760	0.74	35564
gxusta.wav	1	24000	2	21600	0.9	43244
ha.wav	1	24000	2	13440	0.56	26924
hajlo.wav	1	24000	2	21960	0.915	43964
haki.wav	1	24000	2	20160	0.84	40364
halo.wav	1	24000	2	19800	0.825	39644
halti.wav	1	24000	2	23760	0.99	47564
hangaro.wav	1	24000	2	24960	1.04	49964
haringo.wav	1	24000	2	22800	0.95	45644
harmonio.wav	1	24000	2	29760	1.24	59564
haro.wav	1	24000	2	18840	0.785	37724
hauxto.wav	1	24000	2	24120	1.005	48284
hav_igi.wav	1	24000	2	23160	0.965	46364
haveno.wav	1	24000	2	24120	1.005	48284
havi.wav	1	24000	2	18000	0.75	36044
hazardo.wav	1	24000	2	26520	1.105	53084
he.wav	1	24000	2	13080	0.545	26204
hegxo.wav	1	24000	2	19920	0.83	39884
hejmo.wav	1	24000	2	21480	0.895	43004
hejti.wav	1	24000	2	22920	0.955	45884
hektaro.wav	1	24000	2	27000	1.125	54044
hela.wav	1	24000	2	19200	0.8	38444
helikoptero.wav	1	24000	2	35400	1.475	70844
helpi.wav	1	24000	2	22200	0.925	44444
hepato.wav	1	24000	2	27240	1.135	54524
herbo.wav	1	24000	2	20760	0.865	41564
heredi.wav	1	24000	2	24000	1.0	48044
heroldo.wav	1	24000	2	24240	1.01	48524
heroo.wav	1	24000	2	21000	0.875	42044
heziti.wav	1	24000	2	26160	1.09	52364
hieraux.wav	1	24000	2	24000	1.0	48044
higieno.wav	1	24000	2	26640	1.11	53324
himno.wav	1	24000	2	22320	0.93	44684
hirundo.wav	1	24000	2	22200	0.925	44444
historio.wav	1	24000	2	29280	1.22	58604
ho.wav	1	24000	2	13320	0.555	26684
hobio.wav	1	24000	2	24000	1.0	48044
hodiaux.wav	1	24000	2	23760	0.99	47564
hoko.wav	1	24000	2	20280	0.845	40604
homo.wav	1	24000	2	19680	0.82	39404
honesta.wav	1	24000	2	26400	1.1	52844
honoro.wav	1	24000	2	22800	0.95	45644
honti.wav	1	24000	2	24000	1.0	48044
hordeo.wav	1	24000	2	22680	0.945	45404
horizontala.wav	1	24000	2	36720	1.53	73484
horizontalo.wav	1	24000	2	36360	1.515	72764
horizonto.wav	1	24000	2	31920	1.33	63884
horlogxo.wav	1	24000	2	26160	1.09	52364
horo.wav	1	24000	2	18480	0.77	37004
hospitalo.wav	1	24000	2	33960	1.415	67964
hotelo.wav	1	24000	2	24600	1.025	49244
hufo.wav	1	24000	2	20040	0.835	40124
humana.wav	1	24000	2	25920	1.08	51884
humida.wav	1	24000	2	23880	0.995	47804
humila.wav	1	24000	2	24480	1.02	49004
humoro.wav	1	24000	2	24480	1.02	49004
humuro.wav	1	24000	2	23400	0.975	46844
hundo.wav	1	24000	2	20520	0.855	41084
hxemio.wav	1	24000	2	23760	0.99	47564
hxoro.wav	1	24000	2	18480	0.77	37004
i.wav	1	24000	2	9960	0.415	19964
ia.wav	1	24000	2	13800	0.575	27644
ia_foj_e.wav	1	24000	2	22320	0.93	44684
ial.wav	1	24000	2	15480	0.645	31004
iam.wav	1	24000	2	16800	0.7	33644
id.wav	1	24000	2	11880	0.495	23804
idealo.wav	1	24000	2	23520	0.98	47084
identa.wav	1	24000	2	22800	0.95	45644
ideo.wav	1	24000	2	17760	0.74	35564
ideologio.wav	1	24000	2	30240	1.26	60524
idioto.wav	1	24000	2	25440	1.06	50924
ido.wav	1	24000	2	14760	0.615	29564
ie.wav	1	24000	2	13440	0.56	26924
iel.wav	1	24000	2	15720	0.655	31484
ies.wav	1	24000	2	20400	0.85	40844
ig.wav	1	24000	2	12240	0.51	24524
igi.wav	1	24000	2	15960	0.665	31964
ignori.wav	1	24000	2	21600	0.9	43244
igx.wav	1	24000	2	13080	0.545	26204
igxi.wav	1	24000	2	16800	0.7	33644
il.wav	1	24000	2	11880	0.495	23804
ili.wav	1	24000	2	16200	0.675	32444
ilo.wav	1	24000	2	15240	0.635	30524
ilustri.wav	1	24000	2	25080	1.045	50204
iluzio.wav	1	24000	2	25200	1.05	50444
imagi.wav	1	24000	2	21000	0.875	42044
imiti.wav	1	24000	2	21960	0.915	43964
imperio.wav	1	24000	2	25320	1.055	50684
impeti.wav	1	24000	2	24240	1.01	48524
impliki.wav	1	24000	2	25320	1.055	50684
imponi.wav	1	24000	2	24720	1.03	49484
importi.wav	1	24000	2	26400	1.1	52844
imposto.wav	1	24000	2	26880	1.12	53804
impreso.wav	1	24000	2	25320	1.055	50684
impulso.wav	1	24000	2	25320	1.055	50684
imuna.wav	1	24000	2	21240	0.885	42524
in.wav	1	24000	2	12120	0.505	24284
inauxguri.wav	1	24000	2	27120	1.13	54284
inciti.wav	1	24000	2	24000	1.0	48044
ind.wav	1	24000	2	13440	0.56	26924
inda.wav	1	24000	2	16440	0.685	32924
indekso.wav	1	24000	2	23520	0.98	47084
indico.wav	1	24000	2	23280	0.97	46604
indiferenta.wav	1	24000	2	32640	1.36	65324
indigni.wav	1	24000	2	24000	1.0	48044
indiki.wav	1	24000	2	22320	0.93	44684
individuo.wav	1	24000	2	28320	1.18	56684
indulgi.wav	1	24000	2	23520	0.98	47084
industrio.wav	1	24000	2	28560	1.19	57164
infano.wav	1	24000	2	24000	1.0	48044
infekti.wav	1	24000	2	27360	1.14	54764
infero.wav	1	24000	2	22800	0.95	45644
influi.wav	1	24000	2	25080	1.045	50204
informi.wav	1	24000	2	25920	1.08	51884
ing.wav	1	24000	2	13560	0.565	27164
ingxeniero.wav	1	24000	2	29760	1.24	59564
iniciati.wav	1	24000	2	32160	1.34	64364
injekti.wav	1	24000	2	25680	1.07	51404
inklina.wav	1	24000	2	25320	1.055	50684
inkluziva.wav	1	24000	2	32280	1.345	64604
inko.wav	1	24000	2	18000	0.75	36044
ino.wav	1	24000	2	14280	0.595	28604
insekto.wav	1	24000	2	26400	1.1	52844
insidi.wav	1	24000	2	25080	1.045	50204
insigno.wav	1	24000	2	25200	1.05	50444
insisti.wav	1	24000	2	27840	1.16	55724
inspektoro.wav	1	24000	2	32160	1.34	64364
inspiri.wav	1	24000	2	24720	1.03	49484
instali.wav	1	24000	2	27120	1.13	54284
instanco.wav	1	24000	2	28080	1.17	56204
instigi.wav	1	24000	2	26280	1.095	52604
instinkto.wav	1	24000	2	30000	1.25	60044
instituto.wav	1	24000	2	29880	1.245	59804
instrui.wav	1	24000	2	25680	1.07	51404
instrumento.wav	1	24000	2	33840	1.41	67724
insulo.wav	1	24000	2	23520	0.98	47084
insulti.wav	1	24000	2	27000	1.125	54044
int.wav	1	24000	2	15720	0.655	31484
integra.wav	1	24000	2	23520	0.98	47084
intelekto.wav	1	24000	2	29520	1.23	59084
inteligenta.wav	1	24000	2	34200	1.425	68444
intenci.wav	1	24000	2	26280	1.095	52604
intensa.wav	1	24000	2	26160	1.09	52364
inter.wav	1	24000	2	19440	0.81	38924
interesi.wav	1	24000	2	29160	1.215	58364
intereso.wav	1	24000	2	27960	1.165	55964
interezo.wav	1	24000	2	27120	1.13	54284
interna.wav	1	24000	2	24600	1.025	49244
interpelacii.wav	1	24000	2	40320	1.68	80684
interpreti.wav	1	24000	2	31080	1.295	62204
intervjuo.wav	1	24000	2	28560	1.19	57164
intesto.wav	1	24000	2	26040	1.085	52124
intima.wav	1	24000	2	23160	0.965	46364
inundi.wav	1	24000	2	21960	0.915	43964
invalido.wav	1	24000	2	27000	1.125	54044
inventi.wav	1	24000	2	25920	1.08	51884
inversa.wav	1	24000	2	25800	1.075	51644
inviti.wav	1	24000	2	23040	0.96	46124
io.wav	1	24000	2	13680	0.57	27404
iom.wav	1	24000	2	16080	0.67	32204
iri.wav	1	24000	2	14760	0.615	29564
iriti.wav	1	24000	2	20520	0.855	41084
ironio.wav	1	24000	2	23760	0.99	47564
is.wav	1	24000	2	14520	0.605	29084
islamo.wav	1	24000	2	23520	0.98	47084
ism.wav	1	24000	2	17640	0.735	35324
ismo.wav	1	24000	2	19920	0.83	39884
ist.wav	1	24000	2	15360	0.64	30764
isto.wav	1	24000	2	18000	0.75	36044
it.wav	1	24000	2	11760	0.49	23564
iu.wav	1	24000	2	14640	0.61	29324
izoli.wav	1	24000	2	22560	0.94	45164
j.wav	1	24000	2	11520	0.48	23084
ja.wav	1	24000	2	11640	0.485	23324
jako.wav	1	24000	2	18840	0.785	37724
jakto.wav	1	24000	2	21720	0.905	43484
jam.wav	1	24000	2	14640	0.61	29324
januaro.wav	1	24000	2	26520	1.105	53084
japano.wav	1	24000	2	25680	1.07	51404
jaro.wav	1	24000	2	17040	0.71	34124
je.wav	1	24000	2	11280	0.47	22604
jen.wav	1	24000	2	14760	0.615	29564
jes.wav	1	24000	2	18240	0.76	36524
jeto.wav	1	24000	2	18120	0.755	36284
ju.wav	1	24000	2	12480	0.52	25004
jubileo.wav	1	24000	2	24000	1.0	48044
jugo.wav	1	24000	2	17520	0.73	35084
jugxi.wav	1	24000	2	19320	0.805	38684
juki.wav	1	24000	2	18600	0.775	37244
julio.wav	1	24000	2	21480	0.895	43004
juna.wav	1	24000	2	17520	0.73	35084
jungi.wav	1	24000	2	19800	0.825	39644
junio.wav	1	24000	2	21840	0.91	43724
jupo.wav	1	24000	2	17400	0.725	34844
juro.wav	1	24000	2	16560	0.69	33164
justa.wav	1	24000	2	20880	0.87	41804
juvelo.wav	1	24000	2	23400	0.975	46844
jxaluza.wav	1	24000	2	23400	0.975	46844
jxauxdo.wav	1	24000	2	21120	0.88	42284
jxazo.wav	1	24000	2	18960	0.79	37964
jxeti.wav	1	24000	2	18480	0.77	37004
jxuri.wav	1	24000	2	17520	0.73	35084
jxurnalo.wav	1	24000	2	24240	1.01	48524
jxus.wav	1	24000	2	18000	0.75	36044
k_t_p.wav	1	24000	2	22320	0.93	44684
kabano.wav	1	24000	2	24840	1.035	49724
kabineto.wav	1	24000	2	28440	1.185	56924
kacxo.wav	1	24000	2	20760	0.865	41564
kadro.wav	1	24000	2	19320	0.805	38684
kaduka.wav	1	24000	2	22800	0.95	45644
kafo.wav	1	24000	2	21000	0.875	42044
kagxo.wav	1	24000	2	20160	0.84	40364
kahelo.wav	1	24000	2	25680	1.07	51404
kaj.wav	1	24000	2	15240	0.635	30524
kajero.wav	1	24000	2	22920	0.955	45884
kajo.wav	1	24000	2	19320	0.805	38684
kajuto.wav	1	24000	2	24600	1.025	49244
kakao.wav	1	24000	2	21600	0.9	43244
kakto.wav	1	24000	2	21960	0.915	43964
kaldrono.wav	1	24000	2	26040	1.085	52124
kalendaro.wav	1	24000	2	28200	1.175	56444
kalkan_umo.wav	1	24000	2	31200	1.3	62444
kalkano.wav	1	24000	2	26280	1.095	52604
kalko.wav	1	24000	2	21360	0.89	42764
kalkuli.wav	1	24000	2	26400	1.1	52844
kalo.wav	1	24000	2	19320	0.805	38684
kalsono.wav	1	24000	2	26760	1.115	53564
kalumnii.wav	1	24000	2	30960	1.29	61964
kamarado.wav	1	24000	2	28200	1.175	56444
kamelo.wav	1	24000	2	24120	1.005	48284
kameno.wav	1	24000	2	23520	0.98	47084
kamiono.wav	1	24000	2	27360	1.14	54764
