audio_key	duration_sec	size_bytes
stalo	0.94	45164
stano	0.94	45164
ezoko	0.94	45164
rubando	0.94	45164
rubriko	0.94	45164
princo	0.94	45164
fandi	0.94	45164
cerbo	0.94	45164
paco	0.94	45164
lasta	0.94	45164
felto	0.94	45164
tosto	0.94	45164
akordo	0.94	45164
menuo	0.94	45164
tenti	0.94	45164
izoli	0.94	45164
envii	0.94	45164
valuto	0.94	45164
bronzo	0.945	45404
funto	0.945	45404
atendi	0.945	45404
makulo	0.945	45404
faco	0.945	45404
cxambro	0.945	45404
piedo	0.945	45404
frukto	0.945	45404
kontraux	0.945	45404
rigida	0.945	45404
sorto	0.945	45404
fiera	0.945	45404
filio	0.945	45404
mangxi	0.945	45404
marsxi	0.945	45404
ansero	0.945	45404
averti	0.945	45404
stabo	0.945	45404
bileto	0.945	45404
araneo	0.945	45404
etendi	0.945	45404
ciklo	0.945	45404
cent	0.945	45404
emajlo	0.945	45404
tamburo	0.945	45404
hordeo	0.945	45404
vetero	0.945	45404
klaso	0.945	45404
telero	0.945	45404
drinki	0.945	45404
nauxzi	0.945	45404
kanti	0.95	45644
bukedo	0.95	45644
podio	0.95	45644
poeto	0.95	45644
ponto	0.95	45644
prunto	0.95	45644
perono	0.95	45644
sxtalo	0.95	45644
litero	0.95	45644
honoro	0.95	45644
solida	0.95	45644
sopiri	0.95	45644
figuro	0.95	45644
fiksi	0.95	45644
haringo	0.95	45644
toleri	0.95	45644
identa	0.95	45644
splito	0.95	45644
stango	0.95	45644
purpuro	0.95	45644
penti	0.95	45644
kolono	0.95	45644
liceo	0.95	45644
lauxta	0.95	45644
kaduka	0.95	45644
forta	0.95	45644
forumo	0.95	45644
femuro	0.95	45644
krocxi	0.95	45644
studi	0.95	45644
talio	0.95	45644
komuna	0.95	45644
akuzi	0.95	45644
melono	0.95	45644
meriti	0.95	45644
tenera	0.95	45644
infero	0.95	45644
nilono	0.95	45644
nivelo	0.95	45644
taso	0.95	45644
teamo	0.95	45644
kurso	0.95	45644
dekstra	0.955	45884
muzelo	0.955	45884
balono	0.955	45884
konto	0.955	45884
plekti	0.955	45884
agordi	0.955	45884
minus	0.955	45884
minuto	0.955	45884
manki	0.955	45884
masko	0.955	45884
hejti	0.955	45884
serena	0.955	45884
botelo	0.955	45884
acido	0.955	45884
cindro	0.955	45884
kolego	0.955	45884
kajero	0.955	45884
elektro	0.955	45884
tabuo	0.955	45884
taksi	0.955	45884
lojala	0.955	45884
skalo	0.955	45884
skecxo	0.955	45884
posxto	0.955	45884
trempi	0.955	45884
orangxo	0.955	45884
majstro	0.96	46124
faldi	0.96	46124
sxtormo	0.96	46124
sxultro	0.96	46124
liveri	0.96	46124
solena	0.96	46124
kemio	0.96	46124
aparta	0.96	46124
sxauxmo	0.96	46124
senco	0.96	46124
auxtoro	0.96	46124
mastro	0.96	46124
spongo	0.96	46124
butono	0.96	46124
apliki	0.96	46124
admoni	0.96	46124
severa	0.96	46124
koleri	0.96	46124
leporo	0.96	46124
letero	0.96	46124
grimpi	0.96	46124
forgxi	0.96	46124
elekti	0.96	46124
kuiri	0.96	46124
striki	0.96	46124
tabulo	0.96	46124
tragika	0.96	46124
dividi	0.96	46124
militi	0.96	46124
inviti	0.96	46124
kapti	0.96	46124
okazi	0.96	46124
valoro	0.96	46124
sterko	0.96	46124
direkto	0.96	46124
deliri	0.965	46364
intima	0.965	46364
muziko	0.965	46364
prunti	0.965	46364
tunelo	0.965	46364
rimedo	0.965	46364
miopa	0.965	46364
sperta	0.965	46364
spezi	0.965	46364
flagri	0.965	46364
hav_igi	0.965	46364
dejxori	0.965	46364
bremso	0.965	46364
pilolo	0.965	46364
placo	0.965	46364
betulo	0.965	46364
pentri	0.965	46364
acida	0.965	46364
boato	0.965	46364
legendo	0.965	46364
el_doni	0.965	46364
domagxo	0.965	46364
sukero	0.965	46364
esperi	0.965	46364
valizo	0.965	46364
streki	0.965	46364
satiro	0.97	46604
poluri	0.97	46604
atomo	0.97	46604
banano	0.97	46604
frandi	0.97	46604
sxtofo	0.97	46604
sonori	0.97	46604
fidela	0.97	46604
pincxi	0.97	46604
ampolo	0.97	46604
evento	0.97	46604
saliko	0.97	46604
farti	0.97	46604
folio	0.97	46604
lotuso	0.97	46604
indico	0.97	46604
neniu	0.97	46604
tasko	0.97	46604
sterni	0.97	46604
stranga	0.97	46604
templo	0.975	46844
atenta	0.975	46844
fakto	0.975	46844
frauxlo	0.975	46844
frunto	0.975	46844
vokalo	0.975	46844
solido	0.975	46844
pasko	0.975	46844
pupilo	0.975	46844
burgxono	0.975	46844
alauxdo	0.975	46844
almozo	0.975	46844
aboni	0.975	46844
racio	0.975	46844
etagxo	0.975	46844
etapo	0.975	46844
pauxzi	0.975	46844
juvelo	0.975	46844
jxaluza	0.975	46844
grinci	0.975	46844
fosto	0.975	46844
kristo	0.975	46844
krusto	0.975	46844
humuro	0.975	46844
trajto	0.975	46844
veturi	0.975	46844
reklami	0.975	46844
teksto	0.975	46844
efiki	0.975	46844
trompi	0.975	46844
oblikva	0.975	46844
ofico	0.975	46844
vagono	0.975	46844
kameno	0.98	47084
popolo	0.98	47084
aresti	0.98	47084
insulo	0.98	47084
integra	0.98	47084
fajfi	0.98	47084
nacio	0.98	47084
piano	0.98	47084
piceo	0.98	47084
babili	0.98	47084
kirurgo	0.98	47084
agrabla	0.98	47084
moderna	0.98	47084
sxajni	0.98	47084
sxargxi	0.98	47084
dauxr_igi	0.98	47084
idealo	0.98	47084
brancxo	0.98	47084
detrui	0.98	47084
diablo	0.98	47084
publiko	0.98	47084
kvazaux	0.98	47084
apogi	0.98	47084
afabla	0.98	47084
racia	0.98	47084
novembro	0.98	47084
cxielo	0.98	47084
fauxko	0.98	47084
deklari	0.98	47084
fonto	0.98	47084
stulta	0.98	47084
diveni	0.98	47084
indekso	0.98	47084
indulgi	0.98	47084
islamo	0.98	47084
neniom	0.98	47084
lameno	0.98	47084
nenial	0.98	47084
kandelo	0.985	47324
delegi	0.985	47324
sxpari	0.985	47324
sarki	0.985	47324
garagxo	0.985	47324
monato	0.985	47324
agento	0.985	47324
rezervi	0.985	47324
rezervo	0.985	47324
ribeli	0.985	47324
spico	0.985	47324
firmao	0.985	47324
antikva	0.985	47324
debeto	0.985	47324
degeli	0.985	47324
senti	0.985	47324
sercxi	0.985	47324
ripeti	0.985	47324
riveli	0.985	47324
pioniro	0.985	47324
premio	0.985	47324
bombono	0.985	47324
formulo	0.985	47324
memori	0.985	47324
situo	0.985	47324
neniel	0.985	47324
tegolo	0.985	47324
trinki	0.985	47324
budgxeto	0.99	47564
magneto	0.99	47564
provizo	0.99	47564
bambuo	0.99	47564
pli_igi	0.99	47564
hodiaux	0.99	47564
rilati	0.99	47564
speco	0.99	47564
manovri	0.99	47564
halti	0.99	47564
sxalti	0.99	47564
sxanco	0.99	47564
pastro	0.99	47564
senso	0.99	47564
deziri	0.99	47564
mediti	0.99	47564
pulvoro	0.99	47564
arangxi	0.99	47564
acxeti	0.99	47564
salti	0.99	47564
legomo	0.99	47564
vendredo	0.99	47564
elasta	0.99	47564
kresto	0.99	47564
strofo	0.99	47564
hxemio	0.99	47564
gitaro	0.99	47564
vilagxo	0.99	47564
termino	0.99	47564
ironio	0.99	47564
lancxi	0.99	47564
enketo	0.99	47564
papero	0.99	47564
strato	0.99	47564
strecxi	0.99	47564
vulturo	0.995	47804
funebro	0.995	47804
falsa	0.995	47804
baleto	0.995	47804
bazaro	0.995	47804
planko	0.995	47804
kies	0.995	47804
flirti	0.995	47804
koketa	0.995	47804
sxlosi	0.995	47804
damagxi	0.995	47804
titolo	0.995	47804
almenaux	0.995	47804
ameriko	0.995	47804
anaso	0.995	47804
pensi	0.995	47804
est_igi	0.995	47804
etato	0.995	47804
normala	0.995	47804
certa	0.995	47804
vaporo	0.995	47804
fervora	0.995	47804
kranio	0.995	47804
humida	0.995	47804
soifi	0.995	47804
regximo	0.995	47804
gxardeno	0.995	47804
tavolo	0.995	47804
ofendi	0.995	47804
gicxeto	0.995	47804
naski	0.995	47804
stato	0.995	47804
kulero	0.995	47804
kopio	1.0	48044
kosti	1.0	48044
kotono	1.0	48044
funelo	1.0	48044
fadeno	1.0	48044
banala	1.0	48044
heredi	1.0	48044
hieraux	1.0	48044
hobio	1.0	48044
miraklo	1.0	48044
sorcxi	1.0	48044
fleksi	1.0	48044
brak_umi	1.0	48044
difini	1.0	48044
pendolo	1.0	48044
simila	1.0	48044
simio	1.0	48044
estimi	1.0	48044
kol_umo	1.0	48044
honti	1.0	48044
vegeti	1.0	48044
fekunda	1.0	48044
kaverno	1.0	48044
kelnero	1.0	48044
tajloro	1.0	48044
veziko	1.0	48044
sklavo	1.0	48044
inciti	1.0	48044
indigni	1.0	48044
infano	1.0	48044
jubileo	1.0	48044
gxemelo	1.0	48044
trakti	1.0	48044
origino	1.0	48044
najbaro	1.0	48044
diplomo	1.0	48044
kamelo	1.005	48284
deputi	1.005	48284
brosxuro	1.005	48284
petrolo	1.005	48284
pijxamo	1.005	48284
frosto	1.005	48284
sxtato	1.005	48284
viziti	1.005	48284
songxi	1.005	48284
hauxto	1.005	48284
haveno	1.005	48284
sxoveli	1.005	48284
paroli	1.005	48284
sekura	1.005	48284
avenuo	1.005	48284
mateno	1.005	48284
ripari	1.005	48284
punkto	1.005	48284
amaso	1.005	48284
peniko	1.005	48284
simpla	1.005	48284
saluti	1.005	48284
bedauxri	1.005	48284
pronomo	1.005	48284
fortika	1.005	48284
subita	1.005	48284
tabelo	1.005	48284
doktoro	1.005	48284
tarifo	1.005	48284
teatro	1.005	48284
efekto	1.005	48284
trans	1.005	48284
enketi	1.005	48284
malica	1.01	48524
fronto	1.01	48524
plasto	1.01	48524
heroldo	1.01	48524
turisto	1.01	48524
sxoseo	1.01	48524
impeti	1.01	48524
sporto	1.01	48524
abrupta	1.01	48524
rakedo	1.01	48524
sigelo	1.01	48524
sinjoro	1.01	48524
cxerizo	1.01	48524
neniam	1.01	48524
jxurnalo	1.01	48524
festi	1.01	48524
mezuri	1.01	48524
violono	1.01	48524
kupono	1.01	48524
vulgara	1.015	48764
planto	1.015	48764
mistero	1.015	48764
ankoraux	1.015	48764
abomeno	1.015	48764
adapti	1.015	48764
esprimi	1.015	48764
favora	1.015	48764
centro	1.015	48764
kolombo	1.015	48764
krampo	1.015	48764
kukolo	1.015	48764
modesta	1.015	48764
oktobro	1.015	48764
emerito	1.015	48764
lubriki	1.015	48764
metodo	1.015	48764
viando	1.015	48764
karbono	1.015	48764
paniko	1.015	48764
starti	1.015	48764
deklivo	1.02	49004
deponi	1.02	49004
furagxo	1.02	49004
pokalo	1.02	49004
proverbo	1.02	49004
sxrauxbo	1.02	49004
plen_umi	1.02	49004
plongxi	1.02	49004
tulipo	1.02	49004
tumulto	1.02	49004
rigardi	1.02	49004
mirtelo	1.02	49004
sovagxa	1.02	49004
flanko	1.02	49004
martelo	1.02	49004
sxangxi	1.02	49004
sxoforo	1.02	49004
patrono	1.02	49004
daktilo	1.02	49004
dedicxi	1.02	49004
ties	1.02	49004
sekundo	1.02	49004
labori	1.02	49004
piocxo	1.02	49004
adopti	1.02	49004
evolui	1.02	49004
kruela	1.02	49004
humila	1.02	49004
humoro	1.02	49004
skizi	1.02	49004
redukti	1.02	49004
proleto	1.02	49004
tritiko	1.02	49004
fabriko	1.02	49004
korniko	1.025	49244
kosmo	1.025	49244
argxento	1.025	49244
aserti	1.025	49244
interna	1.025	49244
maleolo	1.025	49244
falcxi	1.025	49244
cxapitro	1.025	49244
fiziko	1.025	49244
rekordo	1.025	49244
aviado	1.025	49244
stampi	1.025	49244
stampo	1.025	49244
penetri	1.025	49244
signalo	1.025	49244
estingi	1.025	49244
salono	1.025	49244
preskaux	1.025	49244
fasko	1.025	49244
kajuto	1.025	49244
grumbli	1.025	49244
fotelo	1.025	49244
kateno	1.025	49244
hotelo	1.025	49244
sitelo	1.025	49244
situi	1.025	49244
nervoza	1.025	49244
oferti	1.025	49244
kuniklo	1.025	49244
kanalo	1.03	49484
kancero	1.03	49484
demandi	1.03	49484
tropiko	1.03	49484
gazeto	1.03	49484
poento	1.03	49484
majesta	1.03	49484
falsi	1.03	49484
cxemizo	1.03	49484
provizi	1.03	49484
vizagxo	1.03	49484
planti	1.03	49484
ricevi	1.03	49484
rifugxi	1.03	49484
pasio	1.03	49484
imponi	1.03	49484
auxgusto	1.03	49484
kutimo	1.03	49484
kvieta	1.03	49484
benzino	1.03	49484
sincera	1.03	49484
problemo	1.03	49484
bonvoli	1.03	49484
bon_voli	1.03	49484
kuseno	1.03	49484
graveda	1.03	49484
suferi	1.03	49484
kondicxo	1.03	49484
diversa	1.03	49484
merkredo	1.03	49484
vespero	1.03	49484
karoto	1.03	49484
inspiri	1.03	49484
dio_dio	1.03	49484
kanario	1.035	49724
sankta	1.035	49724
balbuti	1.035	49724
volonta	1.035	49724
kitelo	1.035	49724
rifuzi	1.035	49724
resumi	1.035	49724
resumo	1.035	49724
anonci	1.035	49724
kvanto	1.035	49724
bulteno	1.035	49724
sezono	1.035	49724
signifi	1.035	49724
cxevalo	1.035	49724
kabano	1.035	49724
fluido	1.035	49724
stumpo	1.035	49724
torento	1.035	49724
teniso	1.035	49724
surtuto	1.035	49724
esplori	1.035	49724
parenco	1.035	49724
detalo	1.04	49964
tomato	1.04	49964
momento	1.04	49964
arterio	1.04	49964
rezoni	1.04	49964
maniero	1.04	49964
mantelo	1.04	49964
kopii	1.04	49964
hangaro	1.04	49964
sxerci	1.04	49964
pasero	1.04	49964
sekci	1.04	49964
sekreto	1.04	49964
de_pendi	1.04	49964
piloto	1.04	49964
silabo	1.04	49964
simbolo	1.04	49964
fabelo	1.04	49964
fasti	1.04	49964
formiko	1.04	49964
fortuno	1.04	49964
konduti	1.04	49964
dorloti	1.04	49964
viktimo	1.04	49964
regali	1.04	49964
kariero	1.04	49964
esenco	1.04	49964
kurento	1.04	49964
detala	1.045	50204
korekti	1.045	50204
volonte	1.045	50204
atesti	1.045	50204
bandagxo	1.045	50204
sxranko	1.045	50204
spirito	1.045	50204
ilustri	1.045	50204
materio	1.045	50204
ripozi	1.045	50204
pseuxdo	1.045	50204
cxifono	1.045	50204
taktiko	1.045	50204
traduki	1.045	50204
donaco	1.045	50204
influi	1.045	50204
reklamo	1.045	50204
gust_umi	1.045	50204
gxendarmo	1.045	50204
tehxniko	1.045	50204
insidi	1.045	50204
kukumo	1.045	50204
volupto	1.05	50444
kapabla	1.05	50444
galosxo	1.05	50444
pluralo	1.05	50444
polico	1.05	50444
asembleo	1.05	50444
fakturo	1.05	50444
baloti	1.05	50444
baterio	1.05	50444
egoisto	1.05	50444
iluzio	1.05	50444
brasiko	1.05	50444
rafano	1.05	50444
salajro	1.05	50444
lesivo	1.05	50444
ekstrema	1.05	50444
kubuto	1.05	50444
giganto	1.05	50444
metalo	1.05	50444
trezoro	1.05	50444
insigno	1.05	50444
objekto	1.05	50444
parfumo	1.05	50444
kukurbo	1.05	50444
denunci	1.055	50684
ter_pomo	1.055	50684
barakti	1.055	50684
limako	1.055	50684
plezuro	1.055	50684
defendi	1.055	50684
imperio	1.055	50684
impliki	1.055	50684
impreso	1.055	50684
impulso	1.055	50684
sekalo	1.055	50684
stadio	1.055	50684
cxies	1.055	50684
kolumno	1.055	50684
paliso	1.055	50684
gratuli	1.055	50684
felicxa	1.055	50684
ekzakta	1.055	50684
subtila	1.055	50684
konduki	1.055	50684
minaci	1.055	50684
teraso	1.055	50684
refuti	1.055	50684
versio	1.055	50684
programo	1.055	50684
promeni	1.055	50684
inklina	1.055	50684
observi	1.055	50684
kotizi	1.06	50924
tapeto	1.06	50924
sandvicxo	1.06	50924
susuri	1.06	50924
idioto	1.06	50924
rivoluo	1.06	50924
bezoni	1.06	50924
probabla	1.06	50924
mandato	1.06	50924
totala	1.06	50924
akcio	1.06	50924
redakti	1.06	50924
trancxi	1.06	50924
karafo	1.06	50924
vulkano	1.065	51164
koverto	1.065	51164
cxapelo	1.065	51164
akceli	1.065	51164
dezerto	1.065	51164
absurda	1.065	51164
establi	1.065	51164
prelegi	1.065	51164
kombini	1.065	51164
gracia	1.065	51164
flustri	1.065	51164
glacio	1.065	51164
teorio	1.065	51164
posedi	1.065	51164
kuragxa	1.065	51164
kurteno	1.065	51164
asisti	1.07	51404
petoli	1.07	51404
sxtrumpo	1.07	51404
konvena	1.07	51404
plen_agxa	1.07	51404
ministro	1.07	51404
spaco	1.07	51404
partio	1.07	51404
aventuro	1.07	51404
cirklo	1.07	51404
kahelo	1.07	51404
formala	1.07	51404
energio	1.07	51404
kataro	1.07	51404
girlando	1.07	51404
japano	1.07	51404
registro	1.07	51404
karesi	1.07	51404
injekti	1.07	51404
instrui	1.07	51404
oratoro	1.07	51404
utopio	1.07	51404
opinii	1.075	51644
sauxco	1.075	51644
sciuro	1.075	51644
poezio	1.075	51644
civila	1.075	51644
cxagreni	1.075	51644
viskio	1.075	51644
konvalo	1.075	51644
aflikti	1.075	51644
rezigni	1.075	51644
re_formi	1.075	51644
ekspedi	1.075	51644
inversa	1.075	51644
dialogo	1.075	51644
alterni	1.075	51644
apetito	1.075	51644
kolekto	1.075	51644
komandi	1.075	51644
oscedi	1.075	51644
pikniko	1.075	51644
kredito	1.075	51644
kreski	1.075	51644
tajfuno	1.075	51644
trafiko	1.075	51644
mentono	1.075	51644
klasika	1.075	51644
kliniko	1.075	51644
profunda	1.075	51644
kasedo	1.075	51644
dimancxo	1.075	51644
kulturi	1.075	51644
inventi	1.08	51884
faktoro	1.08	51884
provoki	1.08	51884
bastono	1.08	51884
fripono	1.08	51884
planedo	1.08	51884
turismo	1.08	51884
rikolti	1.08	51884
semajno	1.08	51884
aperturo	1.08	51884
aplauxdi	1.08	51884
abomeni	1.08	51884
kokoso	1.08	51884
ekzemplo	1.08	51884
emfazo	1.08	51884
talento	1.08	51884
humana	1.08	51884
informi	1.08	51884
gxentila	1.08	51884
vertico	1.08	51884
profito	1.08	51884
kartono	1.08	51884
eskapi	1.08	51884
kanzono	1.085	52124
ataki	1.085	52124
intesto	1.085	52124
fajenco	1.085	52124
fromagxo	1.085	52124
rezulti	1.085	52124
rimarki	1.085	52124
spegulo	1.085	52124
religio	1.085	52124
stabila	1.085	52124
kvereli	1.085	52124
bulvardo	1.085	52124
raporti	1.085	52124
silenti	1.085	52124
preferi	1.085	52124
cetera	1.085	52124
kaldrono	1.085	52124
ekzisti	1.085	52124
produkto	1.085	52124
profeto	1.085	52124
tapisxo	1.085	52124
oceano	1.085	52124
statuo	1.085	52124
sci_vola	1.09	52364
intensa	1.09	52364
muskolo	1.09	52364
heziti	1.09	52364
senato	1.09	52364
aviad_ilo	1.09	52364
kvalito	1.09	52364
rabato	1.09	52364
cifero	1.09	52364
kolekti	1.09	52364
suficxa	1.09	52364
horlogxo	1.09	52364
mencii	1.09	52364
miliono	1.09	52364
regiono	1.09	52364
neuxtrala	1.09	52364
lanterno	1.09	52364
tekniko	1.09	52364
karcero	1.09	52364
pardoni	1.09	52364
monopolo	1.095	52604
uragano	1.095	52604
aspekti	1.095	52604
intenci	1.095	52604
majonezo	1.095	52604
citrono	1.095	52604
freneza	1.095	52604
sxpruci	1.095	52604
rendevuo	1.095	52604
pasiva	1.095	52604
dialekto	1.095	52604
dianto	1.095	52604
difekti	1.095	52604
digesti	1.095	52604
riprocxi	1.095	52604
kvankam	1.095	52604
apoteko	1.095	52604
perfidi	1.095	52604
sin_dona	1.095	52604
nuanco	1.095	52604
numeralo	1.095	52604
palato	1.095	52604
kalkano	1.095	52604
kastelo	1.095	52604
viadukto	1.095	52604
sistemo	1.095	52604
potenco	1.095	52604
instigi	1.095	52604
ordinara	1.095	52604
disputi	1.095	52604
kalkuli	1.1	52844
desegni	1.1	52844
deserto	1.1	52844
tabako	1.1	52844
porcio	1.1	52844
aroganta	1.1	52844
mozaiko	1.1	52844
proponi	1.1	52844
provinco	1.1	52844
bacilo	1.1	52844
pland_umo	1.1	52844
honesta	1.1	52844
financo	1.1	52844
importi	1.1	52844
biciklo	1.1	52844
rakonti	1.1	52844
prepari	1.1	52844
privata	1.1	52844
periodo	1.1	52844
taksio	1.1	52844
dosiero	1.1	52844
mesagxo	1.1	52844
posteno	1.1	52844
produkti	1.1	52844
projekto	1.1	52844
traktoro	1.1	52844
insekto	1.1	52844
papago	1.1	52844
oriento	1.1	52844
vakcino	1.1	52844
koridoro	1.105	53084
persiko	1.105	53084
balanci	1.105	53084
konsulo	1.105	53084
animalo	1.105	53084
hazardo	1.105	53084
auxdaca	1.105	53084
alumeto	1.105	53084
amatoro	1.105	53084
analizi	1.105	53084
fasono	1.105	53084
cikatro	1.105	53084
for_esti	1.105	53084
kritiki	1.105	53084
merkato	1.105	53084
milimetro	1.105	53084
mineralo	1.105	53084
supozi	1.105	53084
januaro	1.105	53084
konkuri	1.105	53084
promesi	1.105	53084
obstina	1.105	53084
panico	1.105	53084
destini	1.11	53324
krajono	1.11	53324
kompili	1.11	53324
facila	1.11	53324
prudenta	1.11	53324
higieno	1.11	53324
masoni	1.11	53324
kaprico	1.11	53324
sxakalo	1.11	53324
decidi	1.11	53324
tinkturo	1.11	53324
matraco	1.11	53324
stameno	1.11	53324
cinamo	1.11	53324
komenti	1.11	53324
palpebro	1.11	53324
melodio	1.11	53324
minimumo	1.11	53324
portreto	1.11	53324
praktiko	1.11	53324
epizodo	1.11	53324
ekspreso	1.11	53324
staturo	1.11	53324
dinamito	1.11	53324
kalsono	1.115	53564
kaprica	1.115	53564
sufikso	1.115	53564
moskito	1.115	53564
mustardo	1.115	53564
persono	1.115	53564
batali	1.115	53564
amplekso	1.115	53564
evidenta	1.115	53564
pretendi	1.115	53564
precipa	1.115	53564
precipe	1.115	53564
konkreta	1.115	53564
trikoto	1.115	53564
familio	1.115	53564
panoramo	1.115	53564
orienti	1.115	53564
neglekti	1.115	53564
stimuli	1.115	53564
satano	1.12	53804
generalo	1.12	53804
artikolo	1.12	53804
asekuri	1.12	53804
asimili	1.12	53804
kontroli	1.12	53804
rezisti	1.12	53804
masagxo	1.12	53804
revizii	1.12	53804
anstataux	1.12	53804
decembro	1.12	53804
imposto	1.12	53804
pensio	1.12	53804
salato	1.12	53804
cigaro	1.12	53804
kolonelo	1.12	53804
lekcio	1.12	53804
formato	1.12	53804
elimini	1.12	53804
kauxcxuko	1.12	53804
akurata	1.12	53804
sin_teno	1.12	53804
socio	1.12	53804
registri	1.12	53804
gvardio	1.12	53804
stomako	1.12	53804
kuraci	1.12	53804
insulti	1.125	54044
invalido	1.125	54044
civito	1.125	54044
eksciti	1.125	54044
eksplodi	1.125	54044
manipuli	1.125	54044
hektaro	1.125	54044
adicii	1.125	54044
prezidi	1.125	54044
principo	1.125	54044
fantomo	1.125	54044
fazeolo	1.125	54044
kolegio	1.125	54044
komenci	1.125	54044
anekdoto	1.125	54044
tendenco	1.125	54044
skorpio	1.125	54044
klopodi	1.125	54044
orkestro	1.125	54044
diskuti	1.125	54044
distingi	1.125	54044
molekulo	1.13	54284
kompleta	1.13	54284
interezo	1.13	54284
majusklo	1.13	54284
prosperi	1.13	54284
permesi	1.13	54284
konsumi	1.13	54284
afranki	1.13	54284
sxanceli	1.13	54284
testudo	1.13	54284
cirkelo	1.13	54284
oportuna	1.13	54284
eminenta	1.13	54284
inauxguri	1.13	54284
instali	1.13	54284
papilio	1.13	54284
paradizo	1.13	54284
direktoro	1.13	54284
kostumo	1.135	54524
futbalo	1.135	54524
universo	1.135	54524
hepato	1.135	54524
tualeto	1.135	54524
relativa	1.135	54524
antarkta	1.135	54524
aparato	1.135	54524
celebri	1.135	54524
ambicio	1.135	54524
abstini	1.135	54524
cxe_esti	1.135	54524
komedio	1.135	54524
liberala	1.135	54524
ekzerci	1.135	54524
konfidi	1.135	54524
mensogi	1.135	54524
kongreso	1.135	54524
kaskedo	1.135	54524
disponi	1.135	54524
kamiono	1.14	54764
sin_garda	1.14	54764
soldato	1.14	54764
protekti	1.14	54764
bakterio	1.14	54764
minusklo	1.14	54764
komputi	1.14	54764
auxdaci	1.14	54764
pejzagxo	1.14	54764
cikado	1.14	54764
subjekto	1.14	54764
konciza	1.14	54764
infekti	1.14	54764
sugesti	1.14	54764
progresi	1.14	54764
proksima	1.14	54764
necesa	1.14	54764
kurioza	1.14	54764
volumeno	1.145	55004
uniformo	1.145	55004
kilometro	1.145	55004
eklezio	1.145	55004
sxampuo	1.145	55004
auxtobuso	1.145	55004
serioza	1.145	55004
kolonio	1.145	55004
groteska	1.145	55004
forgesi	1.145	55004
fenomeno	1.145	55004
sufoki	1.145	55004
postuli	1.145	55004
furioza	1.15	55244
komplezo	1.15	55244
konsoli	1.15	55244
fikcio	1.15	55244
sabato	1.15	55244
procedi	1.15	55244
fasado	1.15	55244
fatalo	1.15	55244
emocio	1.15	55244
subtrahi	1.15	55244
gimnazio	1.15	55244
veterano	1.15	55244
konservi	1.15	55244
kompari	1.155	55484
vitamino	1.155	55484
kirurgio	1.155	55484
sekcio	1.155	55484
mastr_umi	1.155	55484
absoluta	1.155	55484
prefikso	1.155	55484
eleganta	1.155	55484
katoliko	1.155	55484
tragedio	1.155	55484
kondamni	1.155	55484
skandalo	1.155	55484
skeleto	1.155	55484
gubernio	1.155	55484
kaserolo	1.155	55484
paralelo	1.155	55484
brokanti	1.16	55724
politiko	1.16	55724
trumpeto	1.16	55724
konfirmi	1.16	55724
mehxaniko	1.16	55724
standardo	1.16	55724
biskvito	1.16	55724
biologio	1.16	55724
fenestro	1.16	55724
embaraso	1.16	55724
konfiti	1.16	55724
efektiva	1.16	55724
insisti	1.16	55724
intereso	1.165	55964
konsili	1.165	55964
akademio	1.165	55964
eksporti	1.165	55964
lacerto	1.165	55964
burokrato	1.165	55964
plafono	1.165	55964
palaco	1.165	55964
latitudo	1.165	55964
kasxtano	1.165	55964
aktuala	1.165	55964
surprizi	1.165	55964
reflekti	1.165	55964
gxenerala	1.165	55964
oficiro	1.165	55964
epidemio	1.165	55964
kompreni	1.17	56204
turmenti	1.17	56204
fiancxo	1.17	56204
respondi	1.17	56204
botaniko	1.17	56204
apostolo	1.17	56204
licenco	1.17	56204
fontano	1.17	56204
skatolo	1.17	56204
konfuzi	1.17	56204
karaktero	1.17	56204
instanco	1.17	56204
paralela	1.17	56204
kamarado	1.175	56444
magazeno	1.175	56444
cirkuli	1.175	56444
akcento	1.175	56444
mekaniko	1.175	56444
stacio	1.175	56444
kvadrato	1.175	56444
adjektivo	1.175	56444
recepto	1.175	56444
kolbaso	1.175	56444
kalendaro	1.175	56444
grimaci	1.175	56444
elemento	1.175	56444
kravato	1.175	56444
strukturo	1.175	56444
studento	1.175	56444
konkordo	1.175	56444
trankvila	1.175	56444
escepti	1.175	56444
kompliki	1.18	56684
komponi	1.18	56684
populara	1.18	56684
respekti	1.18	56684
diamanto	1.18	56684
proceso	1.18	56684
individuo	1.18	56684
redaktoro	1.18	56684
nenies	1.18	56684
kliento	1.18	56684
televidi	1.18	56684
obstaklo	1.18	56684
bagatelo	1.185	56924
renversi	1.185	56924
aluminio	1.185	56924
perfekta	1.185	56924
recenzi	1.185	56924
kabineto	1.185	56924
fonetiko	1.185	56924
festeni	1.185	56924
ekzekuti	1.185	56924
miliardo	1.185	56924
tegmento	1.185	56924
karavano	1.185	56924
pantoflo	1.185	56924
distanco	1.185	56924
intervjuo	1.19	57164
prononci	1.19	57164
kontenta	1.19	57164
plastiko	1.19	57164
platano	1.19	57164
trotuaro	1.19	57164
cemento	1.19	57164
preskribi	1.19	57164
komerci	1.19	57164
preciza	1.19	57164
gramatiko	1.19	57164
vegetara	1.19	57164
emocii	1.19	57164
industrio	1.19	57164
originalo	1.19	57164
asfalto	1.195	57404
atlantiko	1.195	57404
