audio_key	duration_sec	size_bytes
provizora	1.195	57404
konstrui	1.195	57404
kilogramo	1.195	57404
fiasko	1.195	57404
pasagxero	1.195	57404
auxtomato	1.195	57404
alkoholo	1.195	57404
abrikoto	1.195	57404
komisaro	1.195	57404
blasfemi	1.195	57404
ekvilibro	1.195	57404
koncerto	1.195	57404
konjekti	1.195	57404
klimato	1.195	57404
distrikto	1.195	57404
komplezi	1.2	57644
prezenti	1.2	57644
primitiva	1.2	57644
centralo	1.2	57644
komun_umo	1.2	57644
termometro	1.2	57644
telegramo	1.2	57644
tri_angulo	1.2	57644
februaro	1.2	57644
parasxuto	1.2	57644
negativa	1.2	57644
delikata	1.205	57884
asocio	1.205	57884
protokolo	1.205	57884
kontanta	1.205	57884
akcepti	1.205	57884
solidara	1.205	57884
marmelado	1.205	57884
septembro	1.205	57884
ambasado	1.205	57884
advokato	1.205	57884
ceramiko	1.205	57884
grimaco	1.205	57884
ekzemplero	1.205	57884
komuniki	1.205	57884
koncerni	1.205	57884
diligenta	1.205	57884
zoologio	1.21	58124
protesti	1.21	58124
kontakto	1.21	58124
ekologio	1.21	58124
ekonomio	1.21	58124
medicino	1.21	58124
riverenci	1.21	58124
serpento	1.21	58124
printempo	1.21	58124
katalogo	1.21	58124
longitudo	1.21	58124
skulpti	1.21	58124
pozitiva	1.21	58124
konforma	1.21	58124
tempesto	1.21	58124
suspekti	1.215	58364
interesi	1.215	58364
ekonomiko	1.215	58364
auxstralio	1.215	58364
avantagxo	1.215	58364
aparteni	1.215	58364
cigaredo	1.215	58364
determini	1.215	58364
vegetalo	1.215	58364
krepusko	1.215	58364
krokodilo	1.215	58364
surfaco	1.215	58364
tribunalo	1.215	58364
objektiva	1.215	58364
dimensio	1.215	58364
rekomendi	1.22	58604
historio	1.22	58604
cxokolado	1.22	58604
sagaca	1.22	58604
preteksto	1.22	58604
kolizii	1.22	58604
komforta	1.22	58604
komisii	1.22	58604
referenco	1.22	58604
oceanio	1.22	58604
funkcio	1.225	58844
gelateno	1.225	58844
maksimumo	1.225	58844
stadiono	1.225	58844
kvartalo	1.225	58844
koncepto	1.225	58844
mikrofono	1.225	58844
konkludi	1.225	58844
paradokso	1.225	58844
organizi	1.225	58844
satelito	1.23	59084
scienco	1.23	59084
kompati	1.23	59084
intelekto	1.23	59084
konvinki	1.23	59084
auxskulti	1.23	59084
bifsteko	1.23	59084
ekzameni	1.23	59084
kristalo	1.23	59084
konfesi	1.23	59084
operacio	1.235	59324
cirkvito	1.235	59324
spinaco	1.235	59324
pasporto	1.235	59324
auxtomobilo	1.235	59324
singularo	1.235	59324
garantii	1.24	59564
monumento	1.24	59564
filatelo	1.24	59564
renkonti	1.24	59564
harmonio	1.24	59564
reakcio	1.24	59564
leciono	1.24	59564
ekvatoro	1.24	59564
tradicio	1.24	59564
teritorio	1.24	59564
ingxeniero	1.24	59564
traktato	1.245	59804
specifa	1.245	59804
ekskursi	1.245	59804
elokventa	1.245	59804
dokumento	1.245	59804
regimento	1.245	59804
instituto	1.245	59804
geografio	1.25	60044
konsulti	1.25	60044
cikonio	1.25	60044
kolektiva	1.25	60044
fotografi	1.25	60044
konkurso	1.25	60044
konscii	1.25	60044
instinkto	1.25	60044
kompleksa	1.255	60284
materialo	1.255	60284
radiatoro	1.255	60284
grandioza	1.255	60284
pozicio	1.255	60284
vertikalo	1.255	60284
telefono	1.255	60284
kontesti	1.26	60524
ideologio	1.26	60524
diferenci	1.26	60524
frakcio	1.26	60524
sukcesi	1.26	60524
parentezo	1.26	60524
diplomato	1.26	60524
propagando	1.265	60764
alfabeto	1.265	60764
abstrakta	1.265	60764
reciproka	1.265	60764
simpatio	1.265	60764
procento	1.265	60764
koncentri	1.265	60764
telegrafo	1.265	60764
kompanio	1.27	61004
literaturo	1.27	61004
respubliko	1.27	61004
dev_ont_igi	1.27	61004
elefanto	1.27	61004
akuzativo	1.27	61004
vertikala	1.27	61004
kapitalo	1.275	61244
cxampiono	1.275	61244
frakasi	1.275	61244
najtingalo	1.275	61244
kompensi	1.28	61484
konsilio	1.28	61484
fantazio	1.28	61484
societo	1.28	61484
konsenti	1.28	61484
prokrasti	1.28	61484
operacii	1.285	61724
atmosfero	1.285	61724
konsisti	1.285	61724
kontrakti	1.285	61724
kontrasto	1.285	61724
spektaklo	1.285	61724
ekspluati	1.285	61724
biblioteko	1.285	61724
fonografo	1.285	61724
kategorio	1.285	61724
nominativo	1.285	61724
profesio	1.285	61724
entrepreni	1.285	61724
kalumnii	1.29	61964
demokratio	1.29	61964
redakcio	1.29	61964
persisti	1.29	61964
konstanta	1.29	61964
konstati	1.29	61964
konsideri	1.29	61964
antologio	1.29	61964
sociala	1.29	61964
proksim_uma	1.29	61964
interpreti	1.295	62204
rekt_angulo	1.295	62204
kvitanci	1.295	62204
administri	1.295	62204
akompani	1.295	62204
profesoro	1.295	62204
karnavalo	1.295	62204
esperanto	1.295	62204
kalkan_umo	1.3	62444
mekanismo	1.3	62444
pensiono	1.3	62444
sindikato	1.3	62444
distribui	1.3	62444
generacio	1.305	62684
komitato	1.305	62684
mal_varm_umo	1.305	62684
deficito	1.305	62684
ambasadoro	1.305	62684
subjektiva	1.305	62684
lokomotivo	1.305	62684
konflikto	1.305	62684
civilizi	1.31	62924
multipliki	1.31	62924
el_turn_igxi	1.31	62924
pantalono	1.31	62924
familiara	1.315	63164
propagandi	1.315	63164
matematiko	1.315	63164
substanco	1.315	63164
kandidato	1.32	63404
eventuala	1.32	63404
dekoracio	1.325	63644
kontribui	1.325	63644
feminismo	1.325	63644
proletario	1.325	63644
ministerio	1.33	63884
centimetro	1.33	63884
horizonto	1.33	63884
gimnastiko	1.33	63884
karikaturo	1.33	63884
opozicio	1.33	63884
revolucio	1.335	64124
proporcio	1.335	64124
mehxanismo	1.335	64124
fundamento	1.34	64364
respektiva	1.34	64364
braceleto	1.34	64364
iniciati	1.34	64364
inspektoro	1.34	64364
kompromiti	1.345	64604
cirkulero	1.345	64604
federacio	1.345	64604
klimatizi	1.345	64604
inkluziva	1.345	64604
akcidento	1.35	64844
pacifiko	1.35	64844
mistifiki	1.355	65084
prezidento	1.355	65084
elektroniko	1.355	65084
okcidento	1.355	65084
ortografio	1.355	65084
korespondi	1.36	65324
persekuti	1.36	65324
konvencio	1.36	65324
rekompenco	1.36	65324
sekretario	1.36	65324
kondolenci	1.36	65324
indiferenta	1.36	65324
universala	1.365	65564
astronomio	1.365	65564
neologismo	1.365	65564
kontinento	1.37	65804
festivalo	1.37	65804
metalurgio	1.37	65804
teleskopo	1.37	65804
oficiala	1.37	65804
parlamento	1.375	66044
rezolucio	1.38	66284
reprezenti	1.38	66284
krizantemo	1.38	66284
konferenco	1.38	66284
suplemento	1.38	66284
temperaturo	1.38	66284
opozicii	1.38	66284
komisiono	1.385	66524
revolucii	1.385	66524
ceremonio	1.385	66524
speciala	1.39	66764
statistiko	1.395	67004
kompetenta	1.4	67244
katastrofo	1.4	67244
konfidenco	1.4	67244
supersticxo	1.4	67244
klasifiki	1.4	67244
porcelano	1.405	67484
filozofio	1.405	67484
laboratorio	1.405	67484
situacio	1.405	67484
instrumento	1.41	67724
rekompenci	1.41	67724
mediteraneo	1.41	67724
komentarii	1.41	67724
leuxtenanto	1.41	67724
kooperativo	1.415	67964
specimeno	1.415	67964
ekskluziva	1.415	67964
pacienca	1.415	67964
hospitalo	1.415	67964
fanfaroni	1.42	68204
inteligenta	1.425	68444
manuskripto	1.425	68444
restoracio	1.425	68444
auxtoritato	1.425	68444
alternativo	1.425	68444
lingvistiko	1.43	68684
testamento	1.43	68684
substantivo	1.44	69164
konsonanto	1.445	69404
medikamento	1.445	69404
gastronomio	1.45	69644
psikologio	1.45	69644
teknologio	1.455	69884
karakterizi	1.47	70604
helikoptero	1.475	70844
komplemento	1.48	71084
komplimento	1.48	71084
apartamento	1.48	71084
ekspozicio	1.485	71324
magnetofono	1.49	71564
propozicio	1.49	71564
protestanto	1.5	72044
konsekvenco	1.505	72284
de_teni_sin	1.51	72524
horizontalo	1.515	72764
horizontala	1.53	73484
konscienco	1.55	74444
entuziasmo	1.55	74444
konstitucio	1.565	75164
eksperimento	1.585	76124
interpelacii	1.68	80684
konversacii	1.69	81164
diskriminacio	1.69	81164
enciklopedio	1.695	81404
cirkonstanco	1.765	84764
universitato	1.775	85244
manifestacio	1.85	88844
