PhraseID,old_file,new_file,status
4307,4152_mi_sxatus_transloki_iom_da_mono_al_cxi_tiu_konto.wav,4152_mi_sxatus_gxiri_iom_da_mono_en_cxi_tiun_konton.wav,moved_to:4152_mi_sxatus_transloki_iom_da_mono_al_cxi_tiu_konto.wav
4311,4156_kia_estas_la_interezprocento_de_cxi_tiu_konto.wav,4156_kiom_estas_la_interezprocento_de_cxi_tiu_konto.wav,moved_to:4156_kia_estas_la_interezprocento_de_cxi_tiu_konto.wav
4315,4160_kia_estas_via_bugxeto.wav,4160_kiom_estas_via_bugxeto.wav,moved_to:4160_kia_estas_via_bugxeto.wav
4321,4166_mi_sercxas_bungalon.wav,4166_mi_sercxas_bangalon.wav,moved_to:4166_mi_sercxas_bungalon.wav
4325,4170_kiu_estas_la_petata_prezo.wav,4170_kiom_estas_la_petata_prezo.wav,moved_to:4170_kiu_estas_la_petata_prezo.wav
4340,4185_kiom_estas_la_monata_kotizo.wav,4185_kiom_estas_la_monata_pago.wav,moved_to:4185_kiom_estas_la_monata_kotizo.wav
4350,4195_mi_interesigxas_scii_pli_pri_cxi_tiu_posedajxo.wav,4195_interesas_min_ekscii_pli_pri_cxi_tiu_posedajxo.wav,moved_to:4195_mi_interesigxas_scii_pli_pri_cxi_tiu_posedajxo.wav
4372,4217_mildan_permanentan_ondigon_mi_petas.wav,4217_mildan_konstantan_ondumadon_mi_petas.wav,moved_to:4217_mildan_permanentan_ondigon_mi_petas.wav
4378,4223_cxu_vi_havas_disigon.wav,4223_cxu_vi_havas_dislimon.wav,moved_to:4223_cxu_vi_havas_disigon.wav
4388,4233_mi_sxatus_harlumojn.wav,4233_mi_sxatus_helajn_striojn_en_miaj_haroj.wav,moved_to:4233_mi_sxatus_harlumojn.wav
4393,4238_cxu_vi_faras_epiladon.wav,4238_cxu_vi_faras_senharigon.wav,moved_to:4238_cxu_vi_faras_epiladon.wav
4394,4239_mi_sxatus_vaksan_epiladon_de_miaj_kruroj.wav,4239_mi_sxatus_senharigon_de_miaj_kruroj_per_vakso.wav,moved_to:4239_mi_sxatus_vaksan_epiladon_de_miaj_kruroj.wav
4396,4241_mi_sxatus_manikiuron_mi_petas.wav,4241_mi_sxatus_manikuron_mi_petas.wav,moved_to:4241_mi_sxatus_manikiuron_mi_petas.wav
4420,4265_mi_sxatus_ricevi_masagxon_de_la_skalpo.wav,4265_mi_sxatus_ricevi_masagxon_de_la_kranihauxto.wav,moved_to:4265_mi_sxatus_ricevi_masagxon_de_la_skalpo.wav
4422,4267_mi_sxatus_ke_vi_fajlu_kaj_formigu_miajn_ungojn.wav,4267_mi_sxatus_ke_vi_fajlu_kaj_formu_miajn_ungojn.wav,moved_to:4267_mi_sxatus_ke_vi_fajlu_kaj_formigu_miajn_ungojn.wav
4427,4272_la_jako_estas_streta.wav,4272_la_jako_estas_malvasta.wav,moved_to:4272_la_jako_estas_streta.wav
4449,4294_cxu_vi_povus_longigi_cxi_tiujn_pantalonojn_je_centimetro.wav,4294_cxu_vi_povus_longigi_cxi_tiun_pantalonon_je_centimetro.wav,moved_to:4294_cxu_vi_povus_longigi_cxi_tiujn_pantalonojn_je_centimetro.wav
4462,4307_mi_pensas_ke_gxi_bezonas_novan_baterion.wav,4307_mi_pensas_ke_gxi_bezonas_novan_pilon.wav,moved_to:4307_mi_pensas_ke_gxi_bezonas_novan_baterion.wav
4471,4316_cxu_vi_povas_anstatauxigi_la_baterion.wav,4316_cxu_vi_povas_anstatauxigi_la_pilon.wav,moved_to:4316_cxu_vi_povas_anstatauxigi_la_baterion.wav
4483,4328_cxu_vi_havas_baterion_por_cxi_tio.wav,4328_cxu_vi_havas_pilon_por_cxi_tio.wav,moved_to:4328_cxu_vi_havas_baterion_por_cxi_tio.wav
4484,4329_cxu_vi_bonvolus_sxangxi_la_baterion_en_mia_horlogxo.wav,4329_cxu_vi_bonvolus_sxangxi_la_pilon_en_mia_horlogxo.wav,moved_to:4329_cxu_vi_bonvolus_sxangxi_la_baterion_en_mia_horlogxo.wav
4504,4349_kio_malbonas_cxe_mi_doktoro.wav,4349_kio_estas_al_mi_doktoro.wav,moved_to:4349_kio_malbonas_cxe_mi_doktoro.wav
4508,4353_al_mi_farigxis_pli_malbone.wav,4353_mi_fartas_pli_malbone.wav,moved_to:4353_al_mi_farigxis_pli_malbone.wav
4514,4359_kiel_ofte_vi_trinkas.wav,4359_kiel_ofte_vi_trinkas_alkoholajxojn.wav,moved_to:4359_kiel_ofte_vi_trinkas.wav
4516,4361_mi_bezonas_fari_rentgenon.wav,4361_mi_bezonas_rentgenan_ekzamenon.wav,moved_to:4361_mi_bezonas_fari_rentgenon.wav
4540,4385_bonvolu_dezinfekti_gxin.wav,4385_bonvolu_desinfekti_gxin.wav,moved_to:4385_bonvolu_dezinfekti_gxin.wav
4541,4386_kioma_estas_mia_temperaturo.wav,4386_kia_estas_mia_temperaturo.wav,moved_to:4386_kioma_estas_mia_temperaturo.wav
4552,4397_mi_bezonas_recepton_por_trankviligilo.wav,4397_mi_bezonas_recepton_por_trankviligajxo.wav,moved_to:4397_mi_bezonas_recepton_por_trankviligilo.wav
4567,4412_insekto_mordis_min.wav,4412_insekto_pikis_min.wav,moved_to:4412_insekto_mordis_min.wav
4604,4449_mi_havas_apenaux_energion.wav,4449_mi_havas_tre_malmulte_da_energio.wav,moved_to:4449_mi_havas_apenaux_energion.wav
4605,4450_mi_havas_stomakmalsanon.wav,4450_mi_havas_stomakan_perturbon.wav,moved_to:4450_mi_havas_stomakmalsanon.wav
4614,4459_mi_havas_gravan_kazon_de_piedfungo.wav,4459_mi_havas_gravan_mikozon_de_la_piedoj.wav,moved_to:4459_mi_havas_gravan_kazon_de_piedfungo.wav
4618,4463_mi_havas_malfacilajxojn_dormi.wav,4463_mi_havas_malfacilajxojn_pri_dormado.wav,moved_to:4463_mi_havas_malfacilajxojn_dormi.wav
4633,4478_mi_bezonas_malsanatestilon.wav,4478_mi_bezonas_kuracistan_atestilon.wav,moved_to:4478_mi_bezonas_malsanatestilon.wav
4640,4485_vi_bezonos_kelkajn_suturojn.wav,4485_vi_bezonos_kelkajn_suturerojn.wav,moved_to:4485_vi_bezonos_kelkajn_suturojn.wav
4689,4534_vi_devus_fari_rendevuon_cxe_la_higienisto.wav,4534_vi_devus_fari_rendevuon_cxe_la_denta_higienisto.wav,moved_to:4534_vi_devus_fari_rendevuon_cxe_la_higienisto.wav
4709,4554_li_estas_malmiopa.wav,4554_li_estas_hipermetropa.wav,moved_to:4554_li_estas_malmiopa.wav
4725,4570_kiom_kostas_cxi_tiuj_dizajnistaj_kadroj.wav,4570_kiom_kostas_cxi_tiuj_dezajnistaj_kadroj.wav,moved_to:4570_kiom_kostas_cxi_tiuj_dizajnistaj_kadroj.wav
4740,4585_du_gxis_kvar_tabletoj_tage.wav,4585_du_gxis_kvar_tablojdoj_tage.wav,moved_to:4585_du_gxis_kvar_tabletoj_tage.wav
4743,4588_mi_bezonas_dezinfektilon.wav,4588_mi_bezonas_desinfektajxon.wav,moved_to:4588_mi_bezonas_dezinfektilon.wav
4747,4592_cxu_vi_ne_havas_analogon.wav,4592_cxu_vi_ne_havas_ion_similan.wav,moved_to:4592_cxu_vi_ne_havas_analogon.wav
4750,4595_cxu_preni_fastante.wav,4595_cxu_mi_prenu_gxin_fastante.wav,moved_to:4595_cxu_preni_fastante.wav
4763,4608_cxu_gxi_havas_iujn_flankefekojn.wav,4608_cxu_gxi_havas_iujn_kromefikojn.wav,moved_to:4608_cxu_gxi_havas_iujn_flankefekojn.wav
4778,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_piloloj.wav,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_tablojdoj.wav,moved_to:4623_cxu_vi_havas_cxi_tiun_medikamenton_en_piloloj.wav
4782,4627_mi_suferas_pro_malbona_digesto.wav,4627_mi_suferas_pro_misdigesto.wav,moved_to:4627_mi_suferas_pro_malbona_digesto.wav
4807,4652_oni_malkonektis_nin.wav,4652_ni_malkonektigxis.wav,moved_to:4652_oni_malkonektis_nin.wav
4823,4668_mia_baterio_baldaux_elcxerpigxos.wav,4668_mia_baterio_baldaux_malsxargigxos.wav,moved_to:4668_mia_baterio_baldaux_elcxerpigxos.wav
4837,4682_mi_transdonos_ke_vi_telefonis.wav,4682_mi_transdonos_la_mesagxon_ke_vi_telefonis.wav,moved_to:4682_mi_transdonos_ke_vi_telefonis.wav
4850,4695_cxu_vi_povas_diski_la_numeron_por_mi.wav,4695_cxu_vi_povas_klavi_la_numeron_por_mi.wav,moved_to:4695_cxu_vi_povas_diski_la_numeron_por_mi.wav
4859,4704_atendu_la_signalon_kaj_disku_la_numeron.wav,4704_atendu_la_signalon_kaj_klavu_la_numeron.wav,moved_to:4704_atendu_la_signalon_kaj_disku_la_numeron.wav
4860,4705_el_kiu_kompanio_vi_telefonas.wav,4705_de_kiu_kompanio_vi_telefonas.wav,moved_to:4705_el_kiu_kompanio_vi_telefonas.wav
4864,4709_cxu_vi_scias_lian_internumeron.wav,4709_cxu_vi_scias_lian_internan_numeron.wav,moved_to:4709_cxu_vi_scias_lian_internumeron.wav
4893,4738_legu_cxi_tiun_ekskluzivan_rakonton.wav,4738_legu_cxi_tiun_ekskluzivan_artikolon.wav,moved_to:4738_legu_cxi_tiun_ekskluzivan_rakonton.wav
4908,4753_gxi_estas_gazeto_kun_granda_eldonnombro.wav,4753_gxi_estas_gazeto_kun_granda_eldonkvanto.wav,moved_to:4753_gxi_estas_gazeto_kun_granda_eldonnombro.wav
4920,4765_kie_mi_povas_sendi_cxi_tion.wav,4765_kie_mi_povas_posxti_cxi_tion.wav,moved_to:4765_kie_mi_povas_sendi_cxi_tion.wav
4923,4768_kio_estas_la_valoro.wav,4768_kiom_gxi_valoras.wav,moved_to:4768_kio_estas_la_valoro.wav
4952,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_leterkeston.wav,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_posxtkeston.wav,moved_to:4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_leterkeston.wav
4968,4813_al_kiu_tio_povas_koncerni.wav,4813_al_la_koncernatoj.wav,moved_to:4813_al_kiu_tio_povas_koncerni.wav
4976,4821_bonvolu_kontakti_min_senhezite_en_okazo_de_bezono.wav,4821_bonvolu_ne_heziti_kontakti_min.wav,moved_to:4821_bonvolu_kontakti_min_senhezite_en_okazo_de_bezono.wav
4995,4840_sendu_al_mi_novajxojn_kiam_vi_ekscios_ion_pli.wav,4840_sciigu_min_kiam_vi_ekscios_ion_plian.wav,moved_to:4840_sendu_al_mi_novajxojn_kiam_vi_ekscios_ion_pli.wav
5004,4849_kioma_estas_la_preciza_horo.wav,4849_kioma_horo_estas_precize.wav,moved_to:4849_kioma_estas_la_preciza_horo.wav
5085,4930_cxiun_kvin_minutojn.wav,4930_cxiujn_kvin_minutojn.wav,moved_to:4930_cxiun_kvin_minutojn.wav
5113,4958_mi_sxatas_la_veteron.wav,4958_mi_sxatas_cxi_tiun_veteron.wav,moved_to:4958_mi_sxatas_la_veteron.wav
